Order_ID,Customer_ID,Order_Date,Order_Time,City,Area,Restaurant,Food_Item,Category,Quantity,Price,Delivery_Time_Min,Payment_Mode,Rating
O4023,C8876,2025-03-27,01:38,Salem,T Nagar,KFC,Pizza,Non-Veg,4,166,42,Card,3.8
O4024,C1547,2025-08-24,13:04,Madurai,Anna Nagar,SS Hyderabad,Sandwich,Non-Veg,2,467,18,Cash,4.0
O4025,C8934,2025-06-16,14:07,Coimbatore,T Nagar,KFC,Meals,Non-Veg,2,248,22,Card,3.3
O4026,C7401,2025-01-23,11:28,Madurai,Porur,Dominos,Burger,Non-Veg,1,290,22,Cash,4.2
O4027,C1037,2025-01-11,19:02,Salem,Porur,SS Hyderabad,Pizza,Veg,4,459,54,Card,4.6
O4028,C7052,2025-05-10,10:04,Chennai,Tambaram,KFC,Parotta,Non-Veg,5,488,25,UPI,3.1
O4029,C3672,2025-03-24,02:11,Madurai,Porur,KFC,Meals,Veg,4,119,54,Cash,3.1
O4030,C6680,2025-12-23,06:24,Coimbatore,Anna Nagar,Burger King,Chicken 65,Non-Veg,2,376,29,UPI,3.7
O4031,C5423,2025-08-18,07:13,Chennai,Porur,SS Hyderabad,Noodles,Non-Veg,1,108,15,Cash,4.3
O4032,C3124,2025-08-30,22:04,Salem,Velachery,Dominos,Parotta,Non-Veg,1,473,51,UPI,4.9
O4033,C7391,2025-08-24,11:28,Coimbatore,Velachery,A2B,Parotta,Non-Veg,5,408,30,UPI,3.3
O4034,C8924,2025-10-06,02:05,Salem,Porur,Dominos,Biryani,Veg,4,322,54,Cash,4.5
O4035,C2567,2025-06-25,04:25,Madurai,Porur,A2B,Chicken 65,Non-Veg,5,199,56,Cash,3.6
O4036,C5224,2025-06-08,17:02,Coimbatore,Velachery,KFC,Pizza,Non-Veg,4,427,42,Card,3.8
O4037,C1174,2025-03-22,13:22,Salem,T Nagar,A2B,Dosa,Veg,1,332,40,Cash,3.7
O4038,C9583,2025-06-13,07:36,Madurai,Tambaram,KFC,Burger,Non-Veg,1,337,47,Card,4.2
O4039,C3407,2025-05-19,23:52,Salem,Velachery,A2B,Fried Rice,Veg,4,309,27,Card,3.4
O4040,C8285,2025-11-01,11:07,Madurai,Velachery,Dominos,Noodles,Veg,5,134,44,UPI,4.0
O4041,C7556,2025-04-06,07:05,Chennai,Porur,Dominos,Parotta,Non-Veg,1,222,34,Card,3.2
O4042,C2775,2025-09-13,19:28,Coimbatore,Tambaram,A2B,Sandwich,Non-Veg,3,433,60,Cash,4.5
O4043,C8814,2025-07-07,13:18,Chennai,Tambaram,Dominos,Sandwich,Non-Veg,1,457,27,Card,4.3
O4044,C4901,2025-12-29,17:45,Chennai,Velachery,KFC,Parotta,Non-Veg,1,475,52,Cash,4.6
O4045,C2960,2025-01-08,22:56,Chennai,Velachery,Burger King,Pizza,Non-Veg,3,132,38,Card,4.7
O4046,C3084,2025-07-09,13:45,Trichy,Velachery,SS Hyderabad,Burger,Non-Veg,1,124,22,Cash,3.3
O4047,C6796,2025-04-15,22:29,Trichy,T Nagar,A2B,Dosa,Veg,1,348,45,Cash,4.5
O4048,C9903,2025-06-17,02:16,Coimbatore,Velachery,A2B,Fried Rice,Non-Veg,1,480,31,Cash,4.4
O4049,C5542,2025-04-28,17:50,Chennai,Tambaram,SS Hyderabad,Biryani,Non-Veg,3,281,55,UPI,5.0
O4050,C9298,2025-12-16,09:52,Coimbatore,Velachery,Dominos,Parotta,Veg,1,242,54,Card,4.7
O4051,C1637,2025-07-01,05:04,Chennai,Velachery,SS Hyderabad,Dosa,Non-Veg,1,200,26,Cash,4.3
O4052,C8145,2025-07-08,22:21,Coimbatore,Velachery,Burger King,Meals,Non-Veg,2,496,50,Cash,4.2
O4053,C5907,2025-09-04,04:31,Trichy,Porur,SS Hyderabad,Sandwich,Veg,3,268,57,Card,3.1
O4054,C4247,2025-02-19,10:51,Chennai,Porur,KFC,Dosa,Non-Veg,5,250,16,Cash,4.3
O4055,C3116,2025-05-18,16:02,Madurai,Tambaram,A2B,Parotta,Veg,1,118,60,Cash,4.8
O4056,C3139,2025-05-15,02:43,Coimbatore,T Nagar,SS Hyderabad,Fried Rice,Veg,2,126,39,Cash,3.9
O4057,C4142,2025-09-01,20:42,Madurai,Tambaram,Dominos,Dosa,Veg,3,108,28,Card,4.5
O4058,C7706,2025-05-20,04:16,Coimbatore,Tambaram,KFC,Chicken 65,Veg,3,480,25,UPI,4.7
O4059,C3866,2025-11-19,23:34,Trichy,Tambaram,A2B,Burger,Veg,2,104,48,UPI,4.3
O4060,C6493,2025-09-20,03:42,Salem,Velachery,KFC,Pizza,Veg,3,288,36,UPI,4.9
O4061,C3206,2025-12-03,12:15,Trichy,Anna Nagar,A2B,Meals,Non-Veg,1,210,42,UPI,4.6
O4062,C8556,2025-07-01,01:30,Trichy,Anna Nagar,KFC,Pizza,Veg,1,413,60,Card,3.8
O4063,C9656,2025-10-12,03:21,Chennai,Porur,KFC,Meals,Veg,1,397,39,UPI,3.4
O4064,C7633,2025-12-17,10:12,Trichy,Velachery,A2B,Biryani,Non-Veg,3,358,42,UPI,3.2
O4065,C4232,2025-01-31,13:02,Coimbatore,T Nagar,KFC,Sandwich,Veg,2,393,47,UPI,3.5
O4066,C2733,2025-12-03,15:18,Madurai,Velachery,Dominos,Noodles,Veg,5,214,35,Cash,4.5
O4067,C6427,2025-02-02,02:43,Madurai,Anna Nagar,Burger King,Pizza,Veg,2,428,28,Cash,4.3
O4068,C8494,2025-07-26,22:02,Madurai,Velachery,KFC,Sandwich,Non-Veg,4,107,17,UPI,3.5
O4069,C9258,2025-12-14,15:16,Madurai,Velachery,KFC,Fried Rice,Veg,4,417,43,UPI,4.0
O4070,C2349,2025-10-27,21:27,Coimbatore,Anna Nagar,SS Hyderabad,Sandwich,Veg,3,126,21,Card,4.8
O4071,C8971,2025-01-13,07:02,Madurai,Tambaram,Burger King,Burger,Non-Veg,4,473,41,UPI,4.3
O4072,C2197,2025-04-14,19:57,Salem,Tambaram,Dominos,Burger,Veg,2,451,49,Card,3.8
O4073,C1602,2025-11-12,23:27,Trichy,Velachery,KFC,Sandwich,Non-Veg,4,243,35,Cash,3.2
O4074,C8562,2025-06-05,15:11,Trichy,Tambaram,KFC,Burger,Non-Veg,2,428,53,UPI,4.9
O4075,C3429,2025-12-06,13:58,Coimbatore,Anna Nagar,SS Hyderabad,Dosa,Veg,1,419,46,Card,4.2
O4076,C1099,2025-06-24,09:40,Madurai,Porur,A2B,Fried Rice,Non-Veg,3,261,60,Card,4.0
O4077,C9307,2025-02-02,01:33,Madurai,Anna Nagar,SS Hyderabad,Parotta,Non-Veg,5,279,50,Cash,3.6
O4078,C2274,2025-05-09,23:52,Madurai,Porur,Burger King,Parotta,Veg,2,372,27,UPI,4.8
O4079,C7373,2025-05-02,04:26,Chennai,Anna Nagar,Dominos,Parotta,Non-Veg,4,445,16,UPI,4.9
O4080,C9265,2025-03-19,14:14,Trichy,Anna Nagar,Dominos,Biryani,Non-Veg,3,409,60,UPI,4.3
O4081,C3133,2025-07-01,15:18,Coimbatore,Velachery,Burger King,Chicken 65,Non-Veg,1,191,17,Cash,4.1
O4082,C3657,2025-02-23,19:24,Trichy,T Nagar,SS Hyderabad,Dosa,Veg,5,84,35,UPI,4.4
O4083,C7713,2025-05-27,17:01,Madurai,Velachery,A2B,Pizza,Non-Veg,5,247,26,Cash,4.8
O4084,C6044,2025-05-29,16:55,Chennai,Porur,Burger King,Sandwich,Non-Veg,2,207,34,Cash,3.7
O4085,C2698,2025-04-17,05:43,Salem,Anna Nagar,KFC,Chicken 65,Non-Veg,5,383,33,Card,4.8
O4086,C4571,2025-01-26,13:37,Chennai,Velachery,KFC,Parotta,Veg,3,126,54,Cash,4.5
O4087,C7581,2025-10-27,09:38,Coimbatore,Tambaram,Burger King,Sandwich,Non-Veg,2,92,31,UPI,3.4
O4088,C2185,2025-03-06,18:56,Trichy,Velachery,KFC,Biryani,Veg,5,314,54,UPI,5.0
O4089,C8249,2025-05-29,10:35,Salem,Porur,Dominos,Burger,Non-Veg,4,492,35,UPI,3.6
O4090,C2470,2025-09-24,08:16,Madurai,Velachery,Burger King,Parotta,Veg,2,233,16,Card,3.9
O4091,C7767,2025-06-29,09:13,Coimbatore,T Nagar,Burger King,Biryani,Non-Veg,5,103,31,UPI,4.2
O4092,C6367,2025-08-22,22:25,Trichy,Velachery,Dominos,Biryani,Veg,5,431,53,Cash,4.2
O4093,C9989,2025-04-20,18:02,Trichy,Anna Nagar,Burger King,Noodles,Veg,1,492,46,Card,3.9
O4094,C2546,2025-09-01,11:39,Trichy,T Nagar,SS Hyderabad,Pizza,Veg,1,268,58,Cash,4.6
O4095,C3201,2025-11-10,04:44,Coimbatore,Porur,Dominos,Parotta,Non-Veg,2,163,26,Card,3.5
O4096,C8698,2025-02-14,05:17,Salem,Velachery,A2B,Parotta,Non-Veg,1,360,21,UPI,3.6
O4097,C3299,2025-09-29,13:58,Coimbatore,Velachery,Dominos,Dosa,Non-Veg,1,490,37,Cash,3.1
O4098,C2619,2025-02-02,18:57,Salem,Velachery,A2B,Pizza,Veg,2,283,57,Cash,4.2
O4099,C5201,2025-01-09,14:55,Chennai,T Nagar,KFC,Biryani,Veg,1,174,51,UPI,3.1
O4100,C4129,2025-06-06,13:15,Chennai,Porur,A2B,Noodles,Veg,4,380,57,Cash,5.0
O4101,C4685,2025-10-05,07:02,Salem,Tambaram,Burger King,Parotta,Veg,4,430,43,Cash,4.4
O4102,C9616,2025-05-08,08:42,Chennai,Tambaram,Dominos,Chicken 65,Veg,5,455,25,Cash,3.3
O4103,C9518,2025-11-27,08:58,Madurai,Velachery,Dominos,Dosa,Veg,2,102,39,Cash,4.1
O4104,C1197,2025-04-25,15:06,Madurai,Velachery,Burger King,Fried Rice,Non-Veg,2,222,43,Card,4.6
O4105,C1952,2025-04-22,11:51,Trichy,T Nagar,Dominos,Dosa,Veg,4,277,24,Cash,4.1
O4106,C2716,2025-12-08,06:20,Chennai,T Nagar,SS Hyderabad,Biryani,Non-Veg,4,454,41,UPI,4.2
O4107,C2945,2025-04-22,06:46,Salem,Velachery,KFC,Parotta,Veg,2,150,35,UPI,4.9
O4108,C9338,2025-01-29,06:00,Chennai,Anna Nagar,A2B,Meals,Non-Veg,2,361,42,Card,3.2
O4109,C8774,2025-01-20,01:34,Madurai,Tambaram,SS Hyderabad,Burger,Veg,3,94,18,Card,4.2
O4110,C5553,2025-09-19,03:31,Coimbatore,Tambaram,KFC,Parotta,Veg,3,94,47,UPI,3.6
O4111,C4095,2025-07-12,06:48,Salem,T Nagar,SS Hyderabad,Pizza,Veg,5,85,16,UPI,4.9
O4112,C8881,2025-03-02,14:07,Madurai,Velachery,SS Hyderabad,Fried Rice,Veg,3,354,24,Card,3.2
O4113,C2219,2025-06-29,04:11,Trichy,Anna Nagar,KFC,Biryani,Veg,4,252,53,Card,3.2
O4114,C7313,2025-02-09,20:23,Madurai,Tambaram,A2B,Pizza,Non-Veg,5,350,35,Card,4.6
O4115,C2525,2025-09-11,16:04,Madurai,Porur,A2B,Sandwich,Non-Veg,1,277,42,UPI,4.3
O4116,C5658,2025-05-04,17:22,Coimbatore,T Nagar,KFC,Dosa,Veg,1,229,27,UPI,4.2
O4117,C1914,2025-01-03,13:23,Trichy,Velachery,KFC,Pizza,Veg,5,266,28,UPI,3.5
O4118,C5445,2025-02-19,13:20,Chennai,Anna Nagar,SS Hyderabad,Dosa,Veg,2,464,60,UPI,3.8
O4119,C6002,2025-10-08,15:31,Chennai,Tambaram,Burger King,Meals,Non-Veg,3,149,29,UPI,3.2
O4120,C5279,2025-01-12,07:11,Salem,Tambaram,Burger King,Fried Rice,Veg,3,171,60,Cash,3.3
O4121,C5818,2025-09-07,03:37,Trichy,Porur,SS Hyderabad,Biryani,Non-Veg,3,457,53,Card,4.5
O4122,C3989,2025-10-08,12:47,Salem,Velachery,KFC,Pizza,Non-Veg,3,456,28,UPI,3.3
O4123,C7707,2025-10-10,14:41,Salem,Porur,Dominos,Fried Rice,Non-Veg,5,498,30,UPI,3.2
O4124,C8277,2025-04-07,02:17,Salem,Tambaram,KFC,Fried Rice,Veg,2,389,22,Card,3.8
O4125,C2667,2025-08-25,15:00,Chennai,Porur,A2B,Dosa,Non-Veg,2,340,27,UPI,5.0
O4126,C1255,2025-04-14,00:00,Trichy,Porur,SS Hyderabad,Fried Rice,Veg,5,415,30,Card,4.5
O4127,C9872,2025-10-16,22:05,Chennai,T Nagar,SS Hyderabad,Burger,Veg,4,117,44,UPI,3.4
O4128,C2698,2025-05-06,12:54,Trichy,Porur,Dominos,Biryani,Non-Veg,3,365,51,Cash,3.9
O4129,C4360,2025-04-15,13:38,Salem,Anna Nagar,Dominos,Noodles,Veg,4,333,28,Card,3.7
O4130,C1477,2025-04-07,01:08,Chennai,Porur,A2B,Biryani,Non-Veg,3,173,45,Cash,3.2
O4131,C1934,2025-11-30,21:30,Madurai,Anna Nagar,Burger King,Parotta,Veg,2,291,25,Cash,4.6
O4132,C4797,2025-12-07,21:38,Coimbatore,T Nagar,SS Hyderabad,Burger,Non-Veg,3,320,29,UPI,3.3
O4133,C7949,2025-10-09,03:07,Coimbatore,Tambaram,A2B,Fried Rice,Non-Veg,3,413,21,UPI,4.9
O4134,C2492,2025-11-22,21:32,Madurai,T Nagar,KFC,Meals,Non-Veg,2,115,29,Card,4.3
O4135,C2735,2025-06-07,12:54,Coimbatore,Tambaram,Dominos,Meals,Veg,4,438,16,Cash,3.1
O4136,C7125,2025-10-02,03:00,Madurai,T Nagar,KFC,Dosa,Veg,2,341,16,Cash,4.1
O4137,C2533,2025-07-09,03:04,Coimbatore,Tambaram,SS Hyderabad,Sandwich,Non-Veg,2,458,51,Cash,4.2
O4138,C1062,2025-09-10,17:56,Trichy,Porur,A2B,Sandwich,Veg,3,174,24,UPI,3.2
O4139,C7055,2025-04-21,05:25,Salem,Velachery,KFC,Parotta,Veg,1,460,59,UPI,4.6
O4140,C3653,2025-12-16,16:13,Chennai,Porur,SS Hyderabad,Sandwich,Veg,5,322,21,Cash,4.1
O4141,C8052,2025-01-08,12:12,Trichy,T Nagar,Dominos,Parotta,Non-Veg,4,155,24,Cash,3.2
O4142,C1852,2025-07-07,14:46,Coimbatore,Tambaram,KFC,Noodles,Non-Veg,5,158,21,Card,4.4
O4143,C1490,2025-09-28,09:11,Coimbatore,Anna Nagar,Dominos,Biryani,Non-Veg,1,452,55,UPI,4.5
O4144,C8495,2025-06-07,19:34,Trichy,Porur,Dominos,Biryani,Veg,2,95,48,Card,3.5
O4145,C6037,2025-10-16,01:14,Coimbatore,Anna Nagar,Dominos,Chicken 65,Veg,3,220,27,UPI,3.6
O4146,C7370,2025-04-11,10:48,Salem,Tambaram,Burger King,Dosa,Non-Veg,2,147,32,Cash,4.8
O4147,C5015,2025-01-26,21:29,Chennai,Porur,A2B,Meals,Non-Veg,1,306,45,Cash,4.1
O4148,C2482,2025-04-17,09:23,Coimbatore,Porur,KFC,Pizza,Veg,4,355,55,UPI,3.9
O4149,C6998,2025-12-30,04:43,Chennai,Anna Nagar,SS Hyderabad,Chicken 65,Non-Veg,3,497,38,UPI,4.0
O4150,C1080,2025-07-09,13:29,Salem,T Nagar,Dominos,Pizza,Non-Veg,2,439,15,UPI,3.9
O4151,C5245,2025-04-07,13:48,Madurai,Velachery,A2B,Pizza,Non-Veg,4,294,28,UPI,3.0
O4152,C8735,2025-08-23,21:32,Chennai,Tambaram,KFC,Fried Rice,Non-Veg,3,227,52,Cash,4.5
O4153,C1956,2025-10-18,23:30,Chennai,Velachery,KFC,Sandwich,Non-Veg,1,117,17,Card,3.3
O4154,C4810,2025-06-08,09:32,Chennai,Velachery,Dominos,Chicken 65,Non-Veg,2,447,35,Card,4.0
O4155,C9207,2025-02-02,16:48,Salem,Velachery,KFC,Noodles,Veg,3,133,31,UPI,4.9
O4156,C9467,2025-04-02,20:05,Trichy,Velachery,Burger King,Dosa,Non-Veg,5,217,36,Card,4.4
O4157,C7835,2025-04-10,09:38,Trichy,Porur,SS Hyderabad,Chicken 65,Veg,5,233,37,UPI,4.5
O4158,C2513,2025-09-27,00:36,Coimbatore,Porur,SS Hyderabad,Meals,Non-Veg,5,133,37,Card,5.0
O4159,C1400,2025-07-26,12:55,Madurai,Velachery,Burger King,Chicken 65,Non-Veg,3,248,26,Cash,4.2
O4160,C3158,2025-06-29,09:43,Coimbatore,Porur,SS Hyderabad,Pizza,Non-Veg,5,499,21,Cash,4.8
O4161,C4695,2025-07-23,15:47,Madurai,T Nagar,Burger King,Chicken 65,Non-Veg,4,174,48,UPI,3.2
O4162,C5717,2025-01-02,10:09,Salem,T Nagar,Burger King,Pizza,Veg,5,104,49,Card,3.4
O4163,C9008,2025-11-27,23:30,Salem,Porur,Dominos,Dosa,Non-Veg,3,222,38,Card,3.5
O4164,C5255,2025-08-19,19:15,Coimbatore,Tambaram,A2B,Parotta,Non-Veg,2,487,20,Cash,4.8
O4165,C3295,2025-09-21,13:02,Chennai,Anna Nagar,A2B,Fried Rice,Veg,4,269,26,Card,3.4
O4166,C8365,2025-07-29,07:26,Trichy,Velachery,SS Hyderabad,Parotta,Veg,3,331,31,UPI,4.4
O4167,C6969,2025-07-29,12:56,Salem,Anna Nagar,KFC,Burger,Non-Veg,2,301,19,Cash,3.3
O4168,C4391,2025-05-18,13:58,Trichy,Porur,Burger King,Meals,Non-Veg,1,243,20,Cash,4.5
O4169,C7782,2025-10-14,05:56,Salem,Porur,Dominos,Parotta,Veg,2,252,45,Card,5.0
O4170,C9242,2025-01-20,09:11,Trichy,Porur,Dominos,Pizza,Non-Veg,2,375,20,UPI,4.2
O4171,C9426,2025-06-19,09:32,Coimbatore,Velachery,Burger King,Chicken 65,Non-Veg,5,141,48,Card,4.6
O4172,C7811,2025-10-26,14:49,Madurai,Porur,SS Hyderabad,Sandwich,Non-Veg,3,329,52,UPI,4.0
O4173,C3706,2025-10-31,19:19,Coimbatore,T Nagar,A2B,Meals,Veg,3,106,32,Cash,3.7
O4174,C9200,2025-07-06,04:46,Trichy,Anna Nagar,A2B,Meals,Non-Veg,3,327,37,Card,3.5
O4175,C1819,2025-06-07,19:37,Coimbatore,Porur,Burger King,Fried Rice,Veg,1,253,45,Card,3.3
O4176,C4031,2025-07-02,20:09,Chennai,T Nagar,KFC,Chicken 65,Veg,3,190,45,Card,3.4
O4177,C5158,2025-04-02,06:40,Salem,Tambaram,A2B,Fried Rice,Veg,2,500,44,Cash,4.5
O4178,C5842,2025-03-18,11:36,Coimbatore,Anna Nagar,Burger King,Parotta,Non-Veg,4,312,15,UPI,4.8
O4179,C4811,2025-03-30,03:46,Chennai,Velachery,Dominos,Meals,Non-Veg,3,131,54,UPI,4.7
O4180,C8401,2025-09-19,14:51,Chennai,Porur,KFC,Dosa,Veg,4,394,34,Cash,4.3
O4181,C2889,2025-07-17,20:05,Coimbatore,Velachery,Dominos,Biryani,Veg,2,399,42,Cash,4.8
O4182,C7376,2025-06-05,14:05,Salem,Anna Nagar,Burger King,Dosa,Veg,3,424,39,Card,4.6
O4183,C6106,2025-09-13,10:33,Chennai,Porur,SS Hyderabad,Chicken 65,Veg,1,164,25,Cash,4.4
O4184,C2211,2025-11-26,12:12,Chennai,Tambaram,Dominos,Pizza,Non-Veg,3,272,39,UPI,4.9
O4185,C1837,2025-08-10,02:52,Chennai,Tambaram,KFC,Noodles,Non-Veg,5,106,50,Cash,4.9
O4186,C7922,2025-04-25,05:40,Trichy,Tambaram,Dominos,Sandwich,Non-Veg,4,331,49,Card,3.7
O4187,C3666,2025-12-01,19:30,Coimbatore,Tambaram,Burger King,Chicken 65,Veg,3,101,39,UPI,4.4
O4188,C4464,2025-04-02,18:54,Madurai,T Nagar,KFC,Chicken 65,Veg,4,431,28,Cash,4.9
O4189,C4042,2025-03-17,15:52,Trichy,Anna Nagar,SS Hyderabad,Noodles,Non-Veg,5,156,60,Cash,3.5
O4190,C7388,2025-03-09,13:39,Chennai,Tambaram,SS Hyderabad,Parotta,Veg,3,497,39,Cash,4.8
O4191,C9028,2025-09-01,02:29,Trichy,Porur,A2B,Burger,Non-Veg,1,293,29,Card,3.1
O4192,C2838,2025-05-16,18:00,Chennai,Velachery,Burger King,Parotta,Non-Veg,2,215,45,Card,4.4
O4193,C4828,2025-10-24,12:35,Salem,Anna Nagar,Dominos,Pizza,Veg,2,371,59,Cash,4.3
O4194,C3127,2025-03-16,04:15,Coimbatore,T Nagar,Burger King,Burger,Veg,3,437,21,Cash,3.1
O4195,C7547,2025-12-05,14:10,Trichy,Velachery,Burger King,Fried Rice,Veg,2,124,22,Card,4.9
O4196,C2458,2025-12-03,13:47,Madurai,Velachery,KFC,Parotta,Non-Veg,5,211,48,UPI,4.5
O4197,C1304,2025-05-31,23:24,Trichy,T Nagar,A2B,Sandwich,Veg,2,85,57,Cash,3.8
O4198,C6106,2025-07-16,19:34,Chennai,T Nagar,Dominos,Pizza,Non-Veg,3,386,47,Card,4.0
O4199,C2631,2025-01-11,15:19,Madurai,Tambaram,KFC,Noodles,Non-Veg,4,159,54,Cash,4.8
O4200,C9476,2025-01-11,01:30,Salem,Porur,Burger King,Chicken 65,Non-Veg,2,307,45,Cash,4.9
O4201,C1409,2025-06-22,17:49,Chennai,Velachery,Burger King,Parotta,Non-Veg,4,295,37,Card,3.8
O4202,C7856,2025-03-31,03:05,Madurai,Porur,SS Hyderabad,Chicken 65,Veg,2,340,20,Cash,4.8
O4203,C1443,2025-04-20,09:03,Chennai,Anna Nagar,A2B,Biryani,Non-Veg,5,173,54,UPI,4.3
O4204,C9088,2025-06-01,00:28,Coimbatore,T Nagar,SS Hyderabad,Parotta,Veg,4,229,56,UPI,3.7
O4205,C5461,2025-11-17,22:10,Madurai,Anna Nagar,A2B,Dosa,Veg,4,491,41,Card,3.9
O4206,C8273,2025-06-29,13:43,Trichy,Velachery,Burger King,Pizza,Veg,1,487,28,UPI,5.0
O4207,C4976,2025-02-24,19:00,Trichy,T Nagar,KFC,Parotta,Non-Veg,1,363,57,UPI,4.6
O4208,C3729,2025-06-17,19:50,Chennai,Tambaram,A2B,Noodles,Non-Veg,3,267,51,Card,3.7
O4209,C7997,2025-07-22,08:40,Salem,T Nagar,KFC,Fried Rice,Veg,2,481,57,UPI,4.5
O4210,C5238,2025-05-23,20:36,Trichy,Tambaram,Burger King,Sandwich,Non-Veg,1,429,29,Cash,3.2
O4211,C1625,2025-09-27,14:37,Trichy,T Nagar,Dominos,Dosa,Non-Veg,5,405,44,Cash,4.0
O4212,C7222,2025-10-19,07:02,Trichy,Tambaram,KFC,Dosa,Non-Veg,1,231,30,Card,4.7
O4213,C9258,2025-04-18,10:07,Chennai,Tambaram,A2B,Noodles,Veg,4,182,27,Card,5.0
O4214,C9645,2025-01-29,06:03,Chennai,Porur,KFC,Biryani,Veg,5,461,48,Cash,5.0
O4215,C6749,2025-07-08,18:41,Salem,Porur,A2B,Burger,Non-Veg,2,253,56,Cash,3.5
O4216,C1858,2025-02-19,17:28,Salem,Tambaram,Dominos,Fried Rice,Non-Veg,5,386,35,Card,3.7
O4217,C7201,2025-08-09,21:21,Chennai,Velachery,KFC,Dosa,Non-Veg,2,223,43,Cash,3.6
O4218,C8544,2025-03-22,20:39,Chennai,Tambaram,SS Hyderabad,Chicken 65,Non-Veg,5,256,33,Cash,3.1
O4219,C1604,2025-04-12,04:50,Coimbatore,Tambaram,SS Hyderabad,Pizza,Veg,3,406,52,Cash,3.6
O4220,C7706,2025-12-19,11:57,Trichy,T Nagar,SS Hyderabad,Noodles,Non-Veg,5,380,34,Card,4.0
O4221,C5136,2025-06-12,17:57,Chennai,Velachery,A2B,Chicken 65,Non-Veg,4,393,17,Card,4.4
O4222,C1986,2025-08-31,23:23,Madurai,Porur,Burger King,Parotta,Veg,1,337,30,UPI,4.1
O4223,C9933,2025-12-21,22:08,Chennai,T Nagar,Burger King,Biryani,Non-Veg,1,467,56,UPI,3.6
O4224,C5018,2025-10-14,22:18,Madurai,Porur,A2B,Parotta,Veg,5,416,16,Cash,3.5
O4225,C8162,2025-08-04,13:10,Coimbatore,Velachery,KFC,Burger,Non-Veg,2,353,52,Card,3.2
O4226,C7426,2025-07-18,09:18,Chennai,Anna Nagar,SS Hyderabad,Meals,Non-Veg,1,286,59,Cash,3.1
O4227,C1277,2025-01-16,16:15,Coimbatore,Tambaram,Dominos,Burger,Veg,3,357,15,Cash,3.2
O4228,C8156,2025-11-24,00:56,Coimbatore,Porur,KFC,Pizza,Veg,1,96,36,UPI,3.3
O4229,C8430,2025-07-13,22:28,Salem,Porur,KFC,Chicken 65,Veg,3,145,43,Card,4.1
O4230,C4773,2025-05-21,17:47,Salem,Velachery,Dominos,Meals,Non-Veg,1,112,59,Card,3.1
O4231,C4871,2025-07-10,01:55,Madurai,Tambaram,Burger King,Meals,Non-Veg,2,226,45,Card,4.9
O4232,C1096,2025-06-24,22:48,Madurai,T Nagar,KFC,Meals,Veg,5,446,60,Card,3.0
O4233,C9150,2025-05-19,22:19,Salem,Velachery,A2B,Noodles,Non-Veg,5,348,59,Cash,4.4
O4234,C6323,2025-01-06,18:53,Madurai,T Nagar,A2B,Dosa,Non-Veg,4,402,34,UPI,3.7
O4235,C6393,2025-08-27,03:30,Coimbatore,Tambaram,A2B,Burger,Non-Veg,5,442,58,Cash,3.8
O4236,C1763,2025-02-12,22:47,Trichy,Tambaram,A2B,Sandwich,Non-Veg,2,387,45,Cash,3.5
O4237,C4404,2025-01-23,00:42,Madurai,Velachery,A2B,Meals,Non-Veg,5,350,16,Cash,4.4
O4238,C7918,2025-12-24,07:03,Trichy,Anna Nagar,KFC,Noodles,Non-Veg,1,105,34,UPI,3.9
O4239,C5092,2025-06-26,05:45,Coimbatore,Tambaram,KFC,Biryani,Veg,4,256,45,UPI,4.3
O4240,C6496,2025-03-15,05:10,Salem,Anna Nagar,Dominos,Fried Rice,Non-Veg,2,345,26,UPI,3.6
O4241,C7354,2025-01-05,04:35,Coimbatore,Tambaram,KFC,Pizza,Non-Veg,4,438,20,Card,4.4
O4242,C5909,2025-06-06,16:39,Chennai,Velachery,SS Hyderabad,Sandwich,Veg,5,276,33,Card,4.9
O4243,C8915,2025-05-25,18:06,Chennai,Velachery,KFC,Chicken 65,Veg,1,237,50,Card,4.1
O4244,C5341,2025-06-20,17:56,Coimbatore,Velachery,Dominos,Noodles,Veg,5,165,50,Cash,3.2
O4245,C5204,2025-09-01,09:43,Chennai,Velachery,A2B,Burger,Veg,4,171,54,Cash,4.0
O4246,C6944,2025-04-08,15:38,Trichy,Velachery,KFC,Biryani,Veg,2,141,51,Cash,3.7
O4247,C7226,2025-01-13,07:06,Salem,Tambaram,Dominos,Burger,Non-Veg,2,210,43,UPI,4.5
O4248,C6374,2025-12-21,04:29,Trichy,Porur,Dominos,Burger,Non-Veg,4,176,29,UPI,3.1
O4249,C5154,2025-06-29,07:13,Coimbatore,T Nagar,KFC,Dosa,Veg,5,289,20,UPI,3.5
O4250,C4840,2025-07-22,08:12,Trichy,T Nagar,Burger King,Fried Rice,Veg,5,154,43,UPI,3.9
O4251,C9680,2025-02-05,07:33,Chennai,Tambaram,Burger King,Noodles,Veg,5,373,16,Cash,3.1
O4252,C1282,2025-11-27,08:57,Salem,Tambaram,SS Hyderabad,Parotta,Non-Veg,4,142,54,Card,3.9
O4253,C1819,2025-10-19,02:17,Chennai,Tambaram,Dominos,Fried Rice,Non-Veg,3,187,39,UPI,3.5
O4254,C9281,2025-03-20,21:55,Madurai,Tambaram,KFC,Parotta,Veg,4,309,50,UPI,3.9
O4255,C2642,2025-03-06,09:25,Madurai,Tambaram,Dominos,Fried Rice,Veg,4,397,32,Cash,3.9
